shoe_id,cards_remaining,dealer_up,initial_hand,dealer_final,dealer_final_value,player_final,player_final_value,actions_taken,run_count,true_count,win
418810,181,3,"[3, 10]","[3, 7, 10]",20,"[[3, 10]]",[13],[['S']],5,1,-1.0
418826,145,10,"[11, 4]","[10, 10]",20,"[[11, 4, 8, 10]]",[23],"[['H', 'H']]",5,1,-1.0
418842,244,10,"[11, 4]","[10, 10]",20,"[[11, 4, 10, 10]]",[25],"[['H', 'H']]",13,2,-1.0
418900,86,4,"[10, 7]","[4, 9, 8]",21,"[[10, 7]]",[17],[['S']],-7,-4,-1.0
418944,141,3,"[11, 10]","[3, 4, 6, 3, 10]",26,"[[11, 10]]",['BJ'],[['S']],-3,-1,1.5
418949,125,5,"[5, 8]","[5, 10, 9]",24,"[[5, 8]]",[13],[['S']],10,4,1.0
418995,256,10,"[8, 5]","[10, 8]",18,"[[8, 5, 10]]",[23],[['H']],8,1,-1.0
418996,347,11,"[10, 7]","[11, 2, 10, 5]",18,"[[10, 7]]",[17],"[['N', 'R']]",-4,0,-0.5
419016,100,9,"[8, 10]","[9, 5, 3]",17,"[[8, 10]]",[18],[['S']],15,7,1.0
419028,128,10,"[10, 6]","[10, 11]",BJ,"[[10, 6]]",[16],[[]],-3,-1,-1.0
419065,278,9,"[8, 5]","[9, 5, 9]",23,"[[8, 5, 2, 10]]",[25],"[['H', 'H']]",-4,0,-1.0
419112,127,8,"[4, 6]","[8, 10]",18,"[[4, 6, 10]]",[20],[['D']],0,0,2.0
419146,269,10,"[6, 4]","[10, 8]",18,"[[6, 4, 11]]",[21],"[['H', 'S']]",12,2,1.0
419151,140,10,"[6, 8]","[10, 10]",20,"[[6, 8, 10]]",[24],[['H']],13,4,-1.0
419154,280,8,"[2, 10]","[8, 10]",18,"[[2, 10, 3, 7]]",[22],"[['H', 'H']]",-9,-1,-1.0
419180,226,10,"[5, 4]","[10, 10]",20,"[[5, 4, 3, 5]]",[17],"[['H', 'H', 'S']]",-2,0,-1.0
419205,184,9,"[10, 7]","[9, 5, 4]",18,"[[10, 7]]",[17],[['S']],2,0,-1.0
419221,373,6,"[10, 10]","[6, 11, 10]",17,"[[10, 10]]",[20],[['S']],2,0,1.0
419271,416,2,"[5, 7]","[2, 10, 4, 9]",25,"[[5, 7, 10]]",[22],[['H']],1,0,-1.0
419271,263,5,"[7, 3]","[5, 10, 10]",25,"[[7, 3, 7]]",[17],[['D']],7,1,2.0
419285,383,2,"[2, 11]","[2, 4, 10, 10]",26,"[[2, 11, 8]]",[21],"[['H', 'S']]",1,0,1.0
419316,382,10,"[3, 10]","[10, 11]",BJ,"[[3, 10]]",[13],[[]],6,0,-1.0
419325,367,10,"[10, 5]","[10, 11]",BJ,"[[10, 5]]",[15],[[]],-8,-1,-1.0
419325,168,10,"[10, 8]","[10, 7]",17,"[[10, 8]]",[18],[['S']],6,1,1.0
419347,127,6,"[10, 10]","[6, 10, 6]",22,"[[10, 10]]",[20],[['S']],11,4,1.0
419364,237,9,"[9, 9]","[9, 10]",19,"[[9, 10], [9, 5, 4]]","[19, 18]","[['P', 'S'], ['H', 'S']]",4,0,-1.0
419365,257,6,"[10, 11]","[6, 7, 6]",19,"[[10, 11]]",['BJ'],[['S']],-11,-2,1.5
419378,161,2,"[4, 7]","[2, 6, 9]",17,"[[4, 7, 6]]",[17],[['D']],-1,0,0.0
419381,312,9,"[5, 3]","[9, 3, 7]",19,"[[5, 3, 10]]",[18],"[['H', 'S']]",17,2,-1.0
419384,310,10,"[9, 10]","[10, 8]",18,"[[9, 10]]",[19],[['S']],-8,-1,1.0
419400,347,10,"[4, 10]","[10, 4, 8]",22,"[[4, 10, 5]]",[19],"[['H', 'S']]",7,1,1.0
419400,232,10,"[11, 2]","[10, 9]",19,"[[11, 2, 10, 7]]",[20],"[['H', 'H', 'S']]",0,0,1.0
419425,358,11,"[5, 11]","[11, 7]",18,"[[5, 11, 6, 8]]",[20],"[['N', 'H', 'H', 'S']]",-2,0,1.0
419438,144,9,"[10, 10]","[9, 2, 5, 9]",25,"[[10, 10]]",[20],[['S']],17,6,1.0
419485,360,5,"[5, 2]","[5, 7, 10]",22,"[[5, 2, 10]]",[17],"[['H', 'S']]",-2,0,1.0
419492,397,10,"[9, 5]","[10, 11]",BJ,"[[9, 5]]",[14],[[]],-4,0,-1.0
419513,268,4,"[11, 9]","[4, 3, 8, 10]",25,"[[11, 9]]",[20],[['S']],6,1,1.0
419516,205,2,"[8, 5]","[2, 10, 6]",18,"[[8, 5]]",[13],[['S']],-3,0,-1.0
419524,119,10,"[10, 7]","[10, 9]",19,"[[10, 7]]",[17],[['S']],7,3,-1.0
419537,136,5,"[4, 9]","[5, 5, 4, 4]",18,"[[4, 9]]",[13],[['S']],-5,-1,-1.0
419551,357,8,"[11, 5]","[8, 10]",18,"[[11, 5, 9, 10]]",[25],"[['H', 'H']]",-9,-1,-1.0
419556,370,10,"[4, 10]","[10, 2, 8]",20,"[[4, 10, 10]]",[24],[['H']],-1,0,-1.0
419569,222,6,"[10, 7]","[6, 4, 8]",18,"[[10, 7]]",[17],[['S']],10,2,-1.0
419572,416,3,"[10, 6]","[3, 10, 9]",22,"[[10, 6]]",[16],[['S']],5,0,1.0
419586,194,8,"[10, 10]","[8, 10]",18,"[[10, 10]]",[20],[['S']],0,0,1.0
419597,410,7,"[3, 9]","[7, 4, 10]",21,"[[3, 9, 4, 9]]",[25],"[['H', 'H']]",2,0,-1.0
419597,111,6,"[2, 8]","[6, 4, 2, 8]",20,"[[2, 8, 11]]",[21],[['D']],-5,-2,2.0
419628,359,9,"[2, 9]","[9, 8]",17,"[[2, 9, 10]]",[21],[['D']],13,1,2.0
419645,406,8,"[8, 2]","[8, 10]",18,"[[8, 2, 10]]",[20],[['D']],2,0,2.0
419652,346,11,"[10, 10]","[11, 9]",20,"[[10, 10]]",[20],"[['N', 'S']]",-11,-1,0.0
419658,350,3,"[3, 6]","[3, 8, 2, 10]",23,"[[3, 6, 10]]",[19],[['D']],-5,0,2.0
419661,269,2,"[10, 10]","[2, 10, 10]",22,"[[10, 10]]",[20],[['S']],6,1,1.0
419677,90,9,"[10, 2]","[9, 2, 10]",21,"[[10, 2, 7]]",[19],"[['H', 'S']]",-4,-2,-1.0
419682,267,4,"[2, 6]","[4, 5, 10]",19,"[[2, 6, 6]]",[14],"[['H', 'S']]",11,2,-1.0
419688,95,8,"[7, 10]","[8, 10]",18,"[[7, 10]]",[17],[['S']],-9,-4,-1.0
419690,223,10,"[10, 10]","[10, 10]",20,"[[10, 10]]",[20],[['S']],14,3,0.0
419691,267,6,"[4, 11]","[6, 6, 8]",20,"[[4, 11, 10]]",[15],[['D']],6,1,-2.0
419699,145,2,"[10, 10]","[2, 11, 4, 10]",17,"[[10, 10]]",[20],[['S']],-15,-5,1.0
419713,290,8,"[4, 9]","[8, 8, 6]",22,"[[4, 9, 5]]",[18],"[['H', 'S']]",-8,-1,1.0
419731,97,10,"[4, 9]","[10, 8]",18,"[[4, 9, 7]]",[20],"[['H', 'S']]",-2,-1,1.0
419751,397,10,"[11, 11]","[10, 6, 10]",26,"[[11, 6], [11, 11]]","[17, 12]","[['P'], []]",11,1,2.0
419772,269,4,"[11, 10]","[4, 10, 7]",21,"[[11, 10]]",['BJ'],[['S']],2,0,1.5
419782,230,9,"[2, 3]","[9, 10]",19,"[[2, 3, 9, 10]]",[24],"[['H', 'H']]",8,1,-1.0
419784,353,9,"[9, 9]","[9, 3, 2, 10]",24,"[[9, 4, 6], [9, 10]]","[19, 19]","[['P', 'H', 'S'], ['S']]",1,0,2.0
419787,296,6,"[8, 10]","[6, 10, 11]",17,"[[8, 10]]",[18],[['S']],-19,-3,1.0
419791,182,11,"[2, 4]","[11, 2, 8]",21,"[[2, 4, 7, 4]]",[17],"[['N', 'H', 'H', 'S']]",-9,-2,-1.0
419794,352,10,"[7, 11]","[10, 6, 8]",24,"[[7, 11, 10]]",[18],"[['H', 'S']]",-1,0,1.0
419812,261,8,"[10, 11]","[8, 11]",19,"[[10, 11]]",['BJ'],[['S']],-3,0,1.5
419816,223,3,"[2, 4]","[3, 10, 7]",20,"[[2, 4, 11, 10]]",[17],"[['H', 'H', 'S']]",7,1,-1.0
419822,82,3,"[10, 11]","[3, 10, 4]",17,"[[10, 11]]",['BJ'],[['S']],3,1,1.5
419832,363,2,"[11, 8]","[2, 10, 6]",18,"[[11, 8]]",[19],[['S']],3,0,1.0
419833,369,5,"[4, 9]","[5, 2, 9, 3]",19,"[[4, 9]]",[13],[['S']],0,0,-1.0
419848,270,10,"[4, 2]","[10, 8]",18,"[[4, 2, 10, 6]]",[22],"[['H', 'H']]",1,0,-1.0
419863,402,3,"[8, 10]","[3, 10, 6]",19,"[[8, 10]]",[18],[['S']],2,0,-1.0
419864,314,4,"[10, 7]","[4, 10, 8]",22,"[[10, 7]]",[17],[['S']],-1,0,1.0
419903,252,4,"[10, 9]","[4, 8, 6]",18,"[[10, 9]]",[19],[['S']],10,2,1.0
419907,295,3,"[10, 10]","[3, 10, 6]",19,"[[10, 10]]",[20],[['S']],-7,-1,1.0
419907,91,7,"[7, 4]","[7, 6, 5]",18,"[[7, 4, 8]]",[19],[['D']],-2,-1,2.0
419909,365,10,"[4, 10]","[10, 8]",18,"[[4, 10, 4]]",[18],"[['H', 'S']]",-1,0,0.0
419930,90,2,"[10, 10]","[2, 5, 8, 11, 9]",25,"[[10, 10]]",[20],[['S']],13,7,1.0
419959,416,11,"[10, 9]","[11, 10]",BJ,"[[10, 9]]",[19],[['N']],-2,0,-1.0
420013,334,5,"[3, 10]","[5, 10, 10]",25,"[[3, 10]]",[13],[['S']],-1,0,1.0
420024,394,6,"[10, 6]","[6, 10, 2]",18,"[[10, 6]]",[16],[['S']],-1,0,-1.0
420035,357,10,"[10, 10]","[10, 3, 10]",23,"[[10, 10]]",[20],[['S']],0,0,1.0
420057,279,8,"[4, 10]","[8, 9]",17,"[[4, 10, 10]]",[24],[['H']],-5,0,-1.0
420057,221,3,"[10, 4]","[3, 6, 3, 9]",21,"[[10, 4]]",[14],[['S']],-3,0,-1.0
420088,344,5,"[10, 11]","[5, 10, 2]",17,"[[10, 11]]",['BJ'],[['S']],5,0,1.5
420097,403,7,"[10, 10]","[7, 4, 4, 8]",23,"[[10, 10]]",[20],[['S']],1,0,1.0
420103,268,4,"[10, 8]","[4, 7, 11, 3, 10]",25,"[[10, 8]]",[18],[['S']],3,0,1.0
420126,305,5,"[10, 10]","[5, 10, 10]",25,"[[10, 10]]",[20],[['S']],3,0,1.0
420127,212,8,"[10, 9]","[8, 8, 3]",19,"[[10, 9]]",[19],[['S']],-17,-4,0.0
420182,230,10,"[10, 10]","[10, 7]",17,"[[10, 10]]",[20],[['S']],4,0,1.0
420204,328,9,"[10, 6]","[9, 3, 10]",22,"[[10, 6]]",[16],[['R']],24,3,-0.5
420211,149,10,"[2, 2]","[10, 8]",18,"[[2, 2, 7, 7]]",[18],"[['H', 'H', 'S']]",-4,-1,0.0
420214,210,8,"[11, 2]","[8, 5, 9]",22,"[[11, 2, 7]]",[20],"[['H', 'S']]",1,0,1.0
420254,201,8,"[7, 8]","[8, 10]",18,"[[7, 8, 11, 3]]",[19],"[['H', 'H', 'S']]",-3,0,1.0
420293,184,6,"[7, 9]","[6, 11, 6, 6]",19,"[[7, 9]]",[16],[['S']],13,3,-1.0
420311,281,9,"[10, 2]","[9, 2, 10]",21,"[[10, 2, 2, 2, 3]]",[19],"[['H', 'H', 'H', 'S']]",13,2,-1.0
420362,174,10,"[10, 11]","[10, 10]",20,"[[10, 11]]",['BJ'],[['S']],1,0,1.5
420395,234,9,"[10, 6]","[9, 6, 3]",18,"[[10, 6]]",[16],[['R']],-10,-2,-0.5
420407,126,5,"[8, 9]","[5, 6, 10]",21,"[[8, 9]]",[17],[['S']],5,2,-1.0
420417,237,2,"[10, 7]","[2, 10, 10]",22,"[[10, 7]]",[17],[['S']],-8,-1,1.0
420462,406,6,"[3, 10]","[6, 11, 10]",17,"[[3, 10]]",[13],[['S']],-1,0,-1.0
420474,95,8,"[6, 8]","[8, 4, 10]",22,"[[6, 8, 2, 10]]",[26],"[['H', 'H']]",7,3,-1.0
420516,301,10,"[10, 10]","[10, 10]",20,"[[10, 10]]",[20],[['S']],-2,0,0.0
420532,235,10,"[10, 4]","[10, 10]",20,"[[10, 4, 8]]",[22],[['H']],6,1,-1.0
420538,351,2,"[6, 10]","[2, 4, 9, 4]",19,"[[6, 10]]",[16],[['S']],3,0,-1.0
420588,365,6,"[6, 6]","[6, 10, 2]",18,"[[6, 10], [6, 5, 11]]","[16, 12]","[['P', 'S'], ['D']]",-3,0,-3.0
420594,201,10,"[3, 11]","[10, 10]",20,"[[3, 11, 11, 10, 8]]",[23],"[['H', 'H', 'H']]",14,3,-1.0
420607,83,6,"[7, 11]","[6, 10, 4]",20,"[[7, 11, 7]]",[15],[['D']],12,7,-2.0
420612,86,7,"[5, 11]","[7, 11]",18,"[[5, 11, 10, 10]]",[26],"[['H', 'H']]",15,9,-1.0
420614,218,10,"[6, 6]","[10, 10]",20,"[[6, 6, 11, 8]]",[21],"[['H', 'H', 'S']]",10,2,1.0
420624,363,6,"[9, 8]","[6, 3, 5, 10]",24,"[[9, 8]]",[17],[['S']],-3,0,1.0
420639,141,10,"[4, 10]","[10, 4, 9]",23,"[[4, 10, 10]]",[24],[['H']],2,0,-1.0
420671,295,5,"[6, 5]","[5, 3, 6, 10]",24,"[[6, 5, 6]]",[17],[['D']],-15,-2,2.0
420694,351,8,"[8, 4]","[8, 11]",19,"[[8, 4, 2, 4]]",[18],"[['H', 'H', 'S']]",2,0,-1.0
420708,102,10,"[11, 5]","[10, 4, 9]",23,"[[11, 5, 7, 2, 10]]",[25],"[['H', 'H', 'H']]",1,0,-1.0
420717,195,3,"[10, 10]","[3, 3, 8, 4]",18,"[[10, 10]]",[20],[['S']],9,2,1.0
420723,310,5,"[4, 3]","[5, 9, 11, 10]",25,"[[4, 3, 9]]",[16],"[['H', 'S']]",-10,-1,1.0
420735,380,10,"[7, 10]","[10, 10]",20,"[[7, 10]]",[17],[['S']],0,0,-1.0
420738,395,6,"[11, 10]","[6, 9, 10]",25,"[[11, 10]]",['BJ'],[['S']],-3,0,1.5
420760,209,11,"[10, 4]","[11, 3, 10, 8]",22,"[[10, 4, 3]]",[17],"[['N', 'H', 'S']]",17,4,1.0
420773,346,10,"[10, 11]","[10, 9]",19,"[[10, 11]]",['BJ'],[['S']],-2,0,1.5
420796,187,10,"[10, 10]","[10, 11]",BJ,"[[10, 10]]",[20],[[]],-3,0,-1.0
420824,275,10,"[8, 10]","[10, 5, 8]",23,"[[8, 10]]",[18],[['S']],-13,-2,1.0
420830,371,8,"[2, 7]","[8, 3, 10]",21,"[[2, 7, 6, 8]]",[23],"[['H', 'H']]",4,0,-1.0
420873,274,11,"[7, 7]","[11, 10]",BJ,"[[7, 7]]",[14],[['N']],-11,-2,-1.0
420911,322,10,"[10, 7]","[10, 10]",20,"[[10, 7]]",[17],[['S']],-8,-1,-1.0
420927,246,10,"[8, 10]","[10, 10]",20,"[[8, 10]]",[18],[['S']],-3,0,-1.0
420936,304,10,"[8, 6]","[10, 10]",20,"[[8, 6, 2, 7]]",[23],"[['H', 'H']]",8,1,-1.0
420940,274,10,"[4, 4]","[10, 7]",17,"[[4, 4, 2, 2, 10]]",[22],"[['H', 'H', 'H']]",-1,0,-1.0
420966,234,10,"[10, 11]","[10, 9]",19,"[[10, 11]]",['BJ'],[['S']],-2,0,1.5
420969,93,10,"[3, 11]","[10, 7]",17,"[[3, 11, 8, 11, 6]]",[19],"[['H', 'H', 'H', 'S']]",7,3,1.0
421030,125,7,"[9, 8]","[7, 9, 6]",22,"[[9, 8]]",[17],[['S']],1,0,1.0
421048,405,10,"[10, 3]","[10, 4, 11, 10]",25,"[[10, 3, 4]]",[17],"[['H', 'S']]",-1,0,1.0
421050,150,5,"[6, 2]","[5, 8, 5]",18,"[[6, 2, 10]]",[18],"[['H', 'S']]",8,2,0.0
421093,117,7,"[10, 9]","[7, 10]",17,"[[10, 9]]",[19],[['S']],6,2,1.0
421097,353,3,"[5, 10]","[3, 11, 10, 4]",18,"[[5, 10]]",[15],[['S']],1,0,-1.0
421119,379,10,"[4, 2]","[10, 8]",18,"[[4, 2, 10, 10]]",[26],"[['H', 'H']]",1,0,-1.0
421169,127,10,"[5, 11]","[10, 10]",20,"[[5, 11, 4]]",[20],"[['H', 'S']]",18,7,0.0
421170,382,2,"[7, 6]","[2, 10, 8]",20,"[[7, 6]]",[13],[['S']],-8,-1,-1.0
421188,102,10,"[11, 2]","[10, 3, 4]",17,"[[11, 2, 11, 10, 8]]",[22],"[['H', 'H', 'H']]",-10,-5,-1.0
421189,104,10,"[7, 2]","[10, 11]",BJ,"[[7, 2]]",[9],[[]],-4,-2,-1.0
421327,204,2,"[6, 10]","[2, 10, 3, 3]",18,"[[6, 10]]",[16],[['S']],-11,-2,-1.0
421348,218,6,"[3, 10]","[6, 4, 9]",19,"[[3, 10]]",[13],[['S']],11,2,-1.0
421371,412,11,"[10, 11]","[11, 4, 8, 4]",17,"[[10, 11]]",['BJ'],"[['N', 'S']]",-6,0,1.5
421373,215,10,"[10, 8]","[10, 9]",19,"[[10, 8]]",[18],[['S']],5,1,-1.0
421376,175,2,"[9, 10]","[2, 10, 4, 7]",23,"[[9, 10]]",[19],[['S']],13,3,1.0
421384,117,4,"[9, 10]","[4, 10, 5]",19,"[[9, 10]]",[19],[['S']],0,0,0.0
421384,91,10,"[6, 10]","[10, 9]",19,"[[6, 10]]",[16],[['R']],-1,0,-0.5
421402,405,6,"[10, 10]","[6, 7, 10]",23,"[[10, 10]]",[20],[['S']],-3,0,1.0
421429,374,10,"[9, 4]","[10, 10]",20,"[[9, 4, 10]]",[23],[['H']],-3,0,-1.0
421433,138,7,"[4, 7]","[7, 10]",17,"[[4, 7, 9]]",[20],[['D']],6,2,2.0
421433,107,10,"[11, 10]","[10, 6, 10]",26,"[[11, 10]]",['BJ'],[['S']],6,2,1.5
421441,222,11,"[3, 2]","[11, 6, 9, 11]",17,"[[3, 2, 2, 10]]",[17],"[['N', 'H', 'H', 'S']]",13,3,0.0
421448,141,2,"[5, 4]","[2, 5, 4, 3, 6]",20,"[[5, 4, 9]]",[18],"[['H', 'S']]",0,0,-1.0
421449,202,10,"[8, 10]","[10, 10]",20,"[[8, 10]]",[18],[['S']],-6,-1,-1.0
421472,103,7,"[10, 9]","[7, 10]",17,"[[10, 9]]",[19],[['S']],1,0,1.0
421503,280,3,"[10, 7]","[3, 2, 6, 11, 6]",18,"[[10, 7]]",[17],[['S']],20,3,-1.0
421520,211,6,"[10, 5]","[6, 4, 2, 9]",21,"[[10, 5]]",[15],[['S']],-6,-1,-1.0
421595,313,10,"[10, 6]","[10, 2, 10]",22,"[[10, 6]]",[16],[['R']],-13,-2,-0.5
421609,122,6,"[4, 10]","[6, 10, 10]",26,"[[4, 10]]",[14],[['S']],7,2,1.0
421616,327,8,"[9, 7]","[8, 7, 10]",25,"[[9, 7, 9]]",[25],[['H']],9,1,-1.0
421621,192,9,"[8, 5]","[9, 7, 10]",26,"[[8, 5, 8]]",[21],"[['H', 'S']]",-7,-1,1.0
421633,168,3,"[7, 6]","[3, 10, 7]",20,"[[7, 6]]",[13],[['S']],12,3,-1.0
421653,326,10,"[3, 10]","[10, 9]",19,"[[3, 10, 3, 8]]",[24],"[['H', 'H']]",-14,-2,-1.0
421694,112,10,"[10, 10]","[10, 2, 10]",22,"[[10, 10]]",[20],[['S']],-3,-1,1.0
421709,407,11,"[10, 9]","[11, 9]",20,"[[10, 9]]",[19],"[['N', 'S']]",1,0,-1.0
421712,378,4,"[5, 10]","[4, 10, 10]",24,"[[5, 10]]",[15],[['S']],7,0,1.0
421740,146,9,"[10, 10]","[9, 5, 4]",18,"[[10, 10]]",[20],[['S']],1,0,1.0
421762,231,4,"[10, 11]","[4, 7, 8]",19,"[[10, 11]]",['BJ'],[['S']],15,3,1.5
421766,249,10,"[9, 10]","[10, 11]",BJ,"[[9, 10]]",[19],[[]],-21,-4,-1.0
421797,183,10,"[9, 11]","[10, 10]",20,"[[9, 11]]",[20],[['S']],7,1,0.0
421797,148,10,"[8, 10]","[10, 8]",18,"[[8, 10]]",[18],[['S']],5,1,0.0
421826,365,10,"[4, 5]","[10, 10]",20,"[[4, 5, 4, 10]]",[23],"[['H', 'H']]",-1,0,-1.0
421847,222,7,"[8, 3]","[7, 11]",18,"[[8, 3, 11]]",[12],[['D']],5,1,-2.0
421854,117,4,"[8, 7]","[4, 10, 6]",20,"[[8, 7]]",[15],[['S']],-10,-4,-1.0
421871,300,10,"[6, 10]","[10, 9]",19,"[[6, 10]]",[16],[['R']],11,1,-0.5
421879,192,10,"[4, 10]","[10, 9]",19,"[[4, 10, 10]]",[24],[['H']],-1,0,-1.0
421917,92,10,"[9, 9]","[10, 3, 10]",23,"[[9, 9]]",[18],[['S']],1,0,1.0
421924,306,7,"[9, 5]","[7, 10]",17,"[[9, 5, 10]]",[24],[['H']],-3,0,-1.0
421987,363,11,"[7, 8]","[11, 7]",18,"[[7, 8]]",[15],"[['N', 'R']]",11,1,-0.5
422028,379,10,"[11, 2]","[10, 10]",20,"[[11, 2, 10, 9]]",[22],"[['H', 'H']]",-5,0,-1.0
422033,383,10,"[10, 11]","[10, 9]",19,"[[10, 11]]",['BJ'],[['S']],-7,0,1.5
422049,178,10,"[10, 8]","[10, 11]",BJ,"[[10, 8]]",[18],[[]],-4,-1,-1.0
422072,315,3,"[2, 10]","[3, 11, 9, 10]",23,"[[2, 10, 10]]",[22],[['H']],-3,0,-1.0
422081,328,10,"[4, 9]","[10, 10]",20,"[[4, 9, 5]]",[18],"[['H', 'S']]",10,1,-1.0
422141,351,2,"[10, 6]","[2, 10, 10]",22,"[[10, 6]]",[16],[['S']],14,2,1.0
422145,206,9,"[10, 11]","[9, 3, 5]",17,"[[10, 11]]",['BJ'],[['S']],2,0,1.5
422145,177,5,"[10, 5]","[5, 3, 11]",19,"[[10, 5]]",[15],[['S']],4,1,-1.0
422150,175,9,"[11, 4]","[9, 10]",19,"[[11, 4, 9, 10]]",[24],"[['H', 'H']]",9,2,-1.0
422158,131,10,"[3, 5]","[10, 5, 4]",19,"[[3, 5, 10]]",[18],"[['H', 'S']]",-7,-2,-1.0
422188,410,10,"[8, 10]","[10, 2, 10]",22,"[[8, 10]]",[18],[['S']],2,0,1.0
422199,142,6,"[10, 6]","[6, 7, 8]",21,"[[10, 6]]",[16],[['S']],3,1,-1.0
422256,181,4,"[10, 2]","[4, 10, 10]",24,"[[10, 2]]",[12],[['S']],-11,-3,1.0
422263,416,8,"[7, 6]","[8, 6, 7]",21,"[[7, 6, 10]]",[23],[['H']],2,0,-1.0
422270,115,9,"[4, 11]","[9, 3, 4, 8]",24,"[[4, 11, 10, 4]]",[19],"[['H', 'H', 'S']]",-8,-3,1.0
422295,307,11,"[10, 3]","[11, 10]",BJ,"[[10, 3]]",[13],[['N']],3,0,-1.0
422303,370,8,"[10, 3]","[8, 7, 6]",21,"[[10, 3, 9]]",[22],[['H']],-11,-1,-1.0
422308,355,10,"[3, 4]","[10, 2, 10]",22,"[[3, 4, 8, 10]]",[25],"[['H', 'H']]",0,0,-1.0
422316,199,8,"[5, 5]","[8, 9]",17,"[[5, 5, 10]]",[20],[['D']],-4,-1,2.0
422332,353,8,"[10, 10]","[8, 10]",18,"[[10, 10]]",[20],[['S']],5,0,1.0
422343,294,10,"[4, 7]","[10, 9]",19,"[[4, 7, 11]]",[12],[['D']],1,0,-2.0
422351,321,6,"[9, 6]","[6, 5, 11, 3, 10]",25,"[[9, 6]]",[15],[['S']],6,0,1.0
422368,297,10,"[10, 8]","[10, 10]",20,"[[10, 8]]",[18],[['S']],10,1,-1.0
422396,114,6,"[10, 9]","[6, 3, 8]",17,"[[10, 9]]",[19],[['S']],6,2,1.0
422403,114,4,"[6, 3]","[4, 5, 8]",17,"[[6, 3, 3]]",[12],[['D']],-2,0,-2.0
422424,337,10,"[7, 10]","[10, 9]",19,"[[7, 10]]",[17],[['S']],2,0,-1.0
422437,127,5,"[6, 10]","[5, 4, 3, 10]",22,"[[6, 10]]",[16],[['S']],-2,0,1.0
422444,334,10,"[11, 11]","[10, 10]",20,"[[11, 6], [11, 6]]","[17, 17]","[['P'], []]",3,0,-2.0
422464,211,5,"[10, 10]","[5, 5, 8]",18,"[[10, 10]]",[20],[['S']],-12,-2,1.0
422472,361,10,"[9, 2]","[10, 10]",20,"[[9, 2, 2]]",[13],[['D']],-5,0,-2.0
422475,416,11,"[5, 6]","[11, 11, 6]",18,"[[5, 6, 7]]",[18],"[['N', 'D']]",3,0,0.0
422481,404,4,"[9, 10]","[4, 3, 4, 2, 11, 10]",24,"[[9, 10]]",[19],[['S']],-2,0,1.0
422507,416,11,"[6, 4]","[11, 2, 5]",18,"[[6, 4, 3, 10]]",[23],"[['N', 'H', 'H']]",1,0,-1.0
422510,259,11,"[2, 10]","[11, 10]",BJ,"[[2, 10]]",[12],[['N']],-16,-3,-1.0
422537,269,8,"[11, 10]","[8, 10]",18,"[[11, 10]]",['BJ'],[['S']],9,1,1.5
422547,109,7,"[10, 4]","[7, 2, 11]",20,"[[10, 4, 4]]",[18],"[['H', 'S']]",1,0,-1.0
422561,173,4,"[10, 11]","[4, 10, 9]",23,"[[10, 11]]",['BJ'],[['S']],-1,0,1.5
422563,303,8,"[4, 2]","[8, 5, 6]",19,"[[4, 2, 4, 6, 2]]",[18],"[['H', 'H', 'H', 'S']]",-2,0,-1.0
422581,291,11,"[3, 8]","[11, 2, 10, 11, 11, 10]",25,"[[3, 8, 7]]",[18],"[['N', 'D']]",-4,0,2.0
422584,342,9,"[2, 11]","[9, 5, 3]",17,"[[2, 11, 9, 10]]",[22],"[['H', 'H']]",-5,0,-1.0
422589,359,9,"[11, 10]","[9, 10]",19,"[[11, 10]]",['BJ'],[['S']],1,0,1.5
422600,416,2,"[5, 10]","[2, 10, 10]",22,"[[5, 10]]",[15],[['S']],5,0,1.0
422638,364,2,"[3, 11]","[2, 9, 10]",21,"[[3, 11, 2, 10]]",[16],"[['H', 'H', 'S']]",0,0,-1.0
422639,416,5,"[9, 10]","[5, 10, 2]",17,"[[9, 10]]",[19],[['S']],1,0,1.0
422649,203,3,"[5, 10]","[3, 10, 4]",17,"[[5, 10]]",[15],[['S']],5,1,-1.0
422650,310,2,"[9, 5]","[2, 10, 7]",19,"[[9, 5]]",[14],[['S']],8,1,-1.0
422664,174,6,"[9, 7]","[6, 8, 6]",20,"[[9, 7]]",[16],[['S']],-3,0,-1.0
422700,347,3,"[6, 10]","[3, 3, 9, 4]",19,"[[6, 10]]",[16],[['S']],4,0,-1.0
422700,182,10,"[3, 7]","[10, 9]",19,"[[3, 7, 2, 8]]",[20],"[['H', 'H', 'S']]",3,0,1.0
422724,343,4,"[5, 5]","[4, 2, 3, 4, 2, 3]",18,"[[5, 5, 11]]",[21],[['D']],9,1,2.0
422734,233,10,"[3, 3]","[10, 2, 8]",20,"[[3, 3, 10, 5]]",[21],"[['H', 'H', 'S']]",3,0,1.0
422790,89,10,"[2, 2]","[10, 3, 3, 6]",22,"[[2, 2, 5, 5, 10]]",[24],"[['H', 'H', 'H']]",-3,-1,-1.0
422816,146,11,"[3, 9]","[11, 10]",BJ,"[[3, 9]]",[12],[['N']],8,2,-1.0
422820,134,11,"[11, 10]","[11, 10]",BJ,"[[11, 10]]",['BJ'],[['N']],-8,-3,0.0
422838,241,10,"[10, 2]","[10, 9]",19,"[[10, 2, 10]]",[22],[['H']],20,4,-1.0
