shoe_id,cards_remaining,dealer_up,initial_hand,dealer_final,dealer_final_value,player_final,player_final_value,actions_taken,run_count,true_count,win
264339,291,10,"[6, 5]","[10, 10]",20,"[[6, 5, 8]]",[19],[['D']],14,2,-2.0
264347,175,10,"[10, 10]","[10, 11]",BJ,"[[10, 10]]",[20],[[]],8,2,-1.0
264349,148,10,"[10, 10]","[10, 7]",17,"[[10, 10]]",[20],[['S']],3,1,1.0
264355,210,10,"[8, 10]","[10, 10]",20,"[[8, 10]]",[18],[['S']],8,1,-1.0
264361,378,9,"[7, 8]","[9, 11]",20,"[[7, 8, 5]]",[20],"[['H', 'S']]",-7,0,0.0
264369,147,2,"[5, 6]","[2, 10, 2, 10]",24,"[[5, 6, 2]]",[13],[['D']],-9,-3,2.0
264380,267,4,"[10, 9]","[4, 7, 2, 9]",22,"[[10, 9]]",[19],[['S']],9,1,1.0
264384,325,3,"[8, 5]","[3, 5, 3, 9]",20,"[[8, 5]]",[13],[['S']],-3,0,-1.0
264396,227,3,"[4, 5]","[3, 8, 8]",19,"[[4, 5, 10]]",[19],[['D']],4,0,0.0
264415,352,4,"[4, 5]","[4, 2, 8, 7]",21,"[[4, 5, 10]]",[19],[['D']],-3,0,-2.0
264474,113,4,"[10, 10]","[4, 10, 2, 7]",23,"[[10, 10]]",[20],[['S']],-12,-5,1.0
264487,192,6,"[10, 7]","[6, 7, 11, 5]",19,"[[10, 7]]",[17],[['S']],1,0,-1.0
264508,270,8,"[7, 7]","[8, 4, 5]",17,"[[7, 7, 7]]",[21],"[['H', 'S']]",11,2,1.0
264512,335,11,"[10, 10]","[11, 9]",20,"[[10, 10]]",[20],"[['N', 'S']]",-8,-1,0.0
264514,150,3,"[2, 7]","[3, 4, 7, 4]",18,"[[2, 7, 6]]",[15],[['D']],7,2,-2.0
264525,116,8,"[4, 10]","[8, 3, 11, 10]",22,"[[4, 10, 3]]",[17],"[['H', 'S']]",-1,0,1.0
264553,351,10,"[6, 10]","[10, 7]",17,"[[6, 10]]",[16],[['R']],-2,0,-0.5
264553,234,8,"[6, 3]","[8, 10]",18,"[[6, 3, 4, 9]]",[22],"[['H', 'H']]",9,2,-1.0
264572,154,9,"[4, 10]","[9, 10]",19,"[[4, 10, 3]]",[17],"[['H', 'S']]",-4,-1,-1.0
264591,120,9,"[7, 10]","[9, 10]",19,"[[7, 10]]",[17],[['S']],0,0,-1.0
264599,257,10,"[10, 10]","[10, 10]",20,"[[10, 10]]",[20],[['S']],1,0,0.0
264601,210,5,"[7, 3]","[5, 5, 3, 10]",23,"[[7, 3, 10]]",[20],[['D']],11,2,2.0
264622,146,4,"[10, 6]","[4, 10, 10]",24,"[[10, 6]]",[16],[['S']],-15,-5,1.0
264634,173,5,"[10, 9]","[5, 10, 10]",25,"[[10, 9]]",[19],[['S']],2,0,1.0
264644,81,9,"[6, 3]","[9, 8]",17,"[[6, 3, 10]]",[19],"[['H', 'S']]",-2,-1,1.0
264693,175,7,"[3, 11]","[7, 8, 10]",25,"[[3, 11, 8, 6]]",[18],"[['H', 'H', 'S']]",-9,-2,1.0
264751,235,5,"[10, 11]","[5, 11, 3]",19,"[[10, 11]]",['BJ'],[['S']],-5,-1,1.5
264759,401,7,"[6, 4]","[7, 3, 3, 5]",18,"[[6, 4, 10]]",[20],[['D']],0,0,2.0
264799,285,2,"[10, 11]","[2, 10, 8]",20,"[[10, 11]]",['BJ'],[['S']],-8,-1,1.5
264839,411,10,"[10, 2]","[10, 8]",18,"[[10, 2, 10]]",[22],[['H']],-2,0,-1.0
264852,333,10,"[5, 8]","[10, 10]",20,"[[5, 8, 10]]",[23],[['H']],4,0,-1.0
264874,281,8,"[2, 5]","[8, 11]",19,"[[2, 5, 10]]",[17],"[['H', 'S']]",-3,0,-1.0
264892,106,10,"[6, 10]","[10, 6, 10]",26,"[[6, 10]]",[16],[['R']],-4,-1,-0.5
264893,125,10,"[6, 10]","[10, 3, 10]",23,"[[6, 10]]",[16],[['R']],5,2,-0.5
264894,171,3,"[10, 3]","[3, 9, 4, 10]",26,"[[10, 3]]",[13],[['S']],8,2,1.0
264903,416,10,"[4, 2]","[10, 2, 5]",17,"[[4, 2, 11, 8, 10]]",[25],"[['H', 'H', 'H']]",5,0,-1.0
264910,336,10,"[2, 8]","[10, 10]",20,"[[2, 8, 5, 6]]",[21],"[['H', 'H', 'S']]",-3,0,1.0
264931,297,8,"[10, 2]","[8, 10]",18,"[[10, 2, 8]]",[20],"[['H', 'S']]",0,0,1.0
264959,271,10,"[4, 8]","[10, 10]",20,"[[4, 8, 10]]",[22],[['H']],1,0,-1.0
264973,235,9,"[10, 7]","[9, 6, 3]",18,"[[10, 7]]",[17],[['S']],2,0,-1.0
264980,279,2,"[11, 8]","[2, 10, 6]",18,"[[11, 8]]",[19],[['S']],11,2,1.0
264985,256,8,"[9, 3]","[8, 9]",17,"[[9, 3, 7]]",[19],"[['H', 'S']]",7,1,1.0
264993,193,10,"[8, 10]","[10, 8]",18,"[[8, 10]]",[18],[['S']],-1,0,0.0
264998,276,4,"[3, 8]","[4, 7, 4, 2]",17,"[[3, 8, 9]]",[20],[['D']],0,0,2.0
265004,104,2,"[7, 11]","[2, 9, 10]",21,"[[7, 11, 8]]",[16],[['D']],2,1,-2.0
265022,382,3,"[11, 6]","[3, 9, 10]",22,"[[11, 6, 3]]",[20],[['D']],9,1,2.0
265049,265,8,"[10, 10]","[8, 3, 10]",21,"[[10, 10]]",[20],[['S']],-1,0,-1.0
265058,238,10,"[10, 2]","[10, 7]",17,"[[10, 2, 4, 7]]",[23],"[['H', 'H']]",3,0,-1.0
265086,274,6,"[2, 10]","[6, 10, 6]",22,"[[2, 10]]",[12],[['S']],4,0,1.0
265090,346,9,"[9, 2]","[9, 8]",17,"[[9, 2, 5]]",[16],[['D']],4,0,-2.0
265091,337,5,"[7, 3]","[5, 11, 10, 2]",18,"[[7, 3, 10]]",[20],[['D']],-9,-1,2.0
265110,160,10,"[7, 10]","[10, 10]",20,"[[7, 10]]",[17],[['S']],0,0,-1.0
265131,323,8,"[10, 11]","[8, 11]",19,"[[10, 11]]",['BJ'],[['S']],-6,0,1.5
265132,249,10,"[10, 3]","[10, 3, 11, 7]",21,"[[10, 3, 10]]",[23],[['H']],6,1,-1.0
265135,364,5,"[3, 10]","[5, 11, 10, 9]",25,"[[3, 10]]",[13],[['S']],3,0,1.0
265135,96,9,"[10, 10]","[9, 3, 7]",19,"[[10, 10]]",[20],[['S']],8,4,1.0
265141,283,2,"[3, 10]","[2, 2, 10, 4]",18,"[[3, 10]]",[13],[['S']],-18,-3,-1.0
265161,169,11,"[5, 2]","[11, 9]",20,"[[5, 2, 3, 9]]",[19],"[['N', 'H', 'H', 'S']]",-14,-4,-1.0
265190,210,11,"[3, 7]","[11, 2, 3, 8, 8]",22,"[[3, 7, 10]]",[20],"[['N', 'H', 'S']]",5,1,1.0
265227,287,7,"[5, 10]","[7, 2, 11]",20,"[[5, 10, 10]]",[25],[['H']],18,3,-1.0
265229,154,10,"[3, 10]","[10, 5, 10]",25,"[[3, 10, 7]]",[20],"[['H', 'S']]",0,0,1.0
265230,106,8,"[2, 10]","[8, 4, 10]",22,"[[2, 10, 2, 5]]",[19],"[['H', 'H', 'S']]",-7,-3,1.0
265277,297,8,"[8, 10]","[8, 10]",18,"[[8, 10]]",[18],[['S']],-11,-1,0.0
265316,148,10,"[10, 10]","[10, 2, 10]",22,"[[10, 10]]",[20],[['S']],8,2,1.0
265317,200,10,"[2, 8]","[10, 10]",20,"[[2, 8, 7]]",[17],"[['H', 'S']]",-4,-1,-1.0
265324,239,6,"[10, 10]","[6, 2, 10]",18,"[[10, 10]]",[20],[['S']],-6,-1,1.0
265352,214,6,"[8, 4]","[6, 8, 3]",17,"[[8, 4]]",[12],[['S']],-16,-3,-1.0
265368,338,3,"[10, 10]","[3, 4, 10]",17,"[[10, 10]]",[20],[['S']],3,0,1.0
265369,235,7,"[6, 10]","[7, 6, 11, 9]",23,"[[6, 10, 5]]",[21],"[['H', 'S']]",4,0,1.0
265372,145,10,"[8, 10]","[10, 10]",20,"[[8, 10]]",[18],[['S']],-15,-5,-1.0
265393,213,2,"[5, 3]","[2, 7, 3, 10]",22,"[[5, 3, 7]]",[15],"[['H', 'S']]",-4,0,1.0
265396,353,2,"[2, 11]","[2, 4, 3, 2, 10]",21,"[[2, 11, 8]]",[21],"[['H', 'S']]",2,0,0.0
265415,233,6,"[10, 11]","[6, 9, 8]",23,"[[10, 11]]",['BJ'],[['S']],4,0,1.5
265423,411,7,"[3, 5]","[7, 3, 8]",18,"[[3, 5, 10]]",[18],"[['H', 'S']]",-3,0,0.0
265428,410,7,"[8, 4]","[7, 2, 3, 10]",22,"[[8, 4, 2, 9]]",[23],"[['H', 'H']]",3,0,-1.0
265451,355,10,"[3, 2]","[10, 4, 8]",22,"[[3, 2, 10, 6]]",[21],"[['H', 'H', 'S']]",-8,-1,1.0
265466,262,2,"[7, 10]","[2, 10, 7]",19,"[[7, 10]]",[17],[['S']],-14,-2,-1.0
265507,164,9,"[2, 3]","[9, 4, 10]",23,"[[2, 3, 11, 10, 5]]",[21],"[['H', 'H', 'H', 'S']]",-7,-2,1.0
265514,214,10,"[10, 6]","[10, 10]",20,"[[10, 6]]",[16],[['R']],-25,-6,-0.5
265552,337,8,"[8, 10]","[8, 7, 8]",23,"[[8, 10]]",[18],[['S']],-1,0,1.0
265566,284,6,"[4, 5]","[6, 4, 8]",18,"[[4, 5, 11]]",[20],[['D']],8,1,2.0
265567,223,8,"[10, 5]","[8, 6, 6]",20,"[[10, 5, 7]]",[22],[['H']],-7,-1,-1.0
265602,405,6,"[10, 10]","[6, 8, 3]",17,"[[10, 10]]",[20],[['S']],0,0,1.0
265614,80,6,"[8, 10]","[6, 10, 6]",22,"[[8, 10]]",[18],[['S']],0,0,1.0
265648,112,9,"[6, 7]","[9, 2, 8]",19,"[[6, 7, 10]]",[23],[['H']],1,0,-1.0
265663,411,10,"[6, 10]","[10, 10]",20,"[[6, 10]]",[16],[['R']],3,0,-0.5
265696,296,8,"[10, 2]","[8, 8, 10]",26,"[[10, 2, 2, 7]]",[21],"[['H', 'H', 'S']]",12,2,1.0
265735,319,6,"[10, 10]","[6, 4, 9]",19,"[[10, 10]]",[20],[['S']],0,0,1.0
265739,361,4,"[2, 2]","[4, 5, 10]",19,"[[2, 7, 6], [2, 6, 4]]","[15, 12]","[['P', 'D'], ['H', 'S']]",-9,-1,-3.0
265741,334,8,"[10, 4]","[8, 10]",18,"[[10, 4, 9]]",[23],[['H']],-1,0,-1.0
265752,117,10,"[8, 6]","[10, 6, 8]",24,"[[8, 6, 10]]",[24],[['H']],4,1,-1.0
265763,199,9,"[2, 5]","[9, 10]",19,"[[2, 5, 8, 2]]",[17],"[['H', 'H', 'S']]",10,2,-1.0
265771,304,10,"[4, 10]","[10, 6, 11]",17,"[[4, 10, 3]]",[17],"[['H', 'S']]",4,0,0.0
265777,126,10,"[10, 7]","[10, 10]",20,"[[10, 7]]",[17],[['S']],9,3,-1.0
265796,349,5,"[9, 4]","[5, 4, 9]",18,"[[9, 4]]",[13],[['S']],3,0,-1.0
265798,302,4,"[7, 2]","[4, 10, 4]",18,"[[7, 2, 2]]",[11],[['D']],12,2,-2.0
265800,390,6,"[9, 10]","[6, 10, 10]",26,"[[9, 10]]",[19],[['S']],3,0,1.0
265807,151,4,"[11, 9]","[4, 3, 3, 11]",21,"[[11, 9]]",[20],[['S']],-3,-1,-1.0
265845,381,10,"[10, 2]","[10, 10]",20,"[[10, 2, 10]]",[22],[['H']],-6,0,-1.0
265846,215,9,"[11, 3]","[9, 7, 11]",17,"[[11, 3, 10, 5]]",[19],"[['H', 'H', 'S']]",4,0,1.0
265850,158,2,"[7, 11]","[2, 9, 6]",17,"[[7, 11, 10]]",[18],[['D']],-2,0,2.0
265878,202,10,"[8, 9]","[10, 9]",19,"[[8, 9]]",[17],[['S']],-3,0,-1.0
265915,257,4,"[10, 11]","[4, 10, 6]",20,"[[10, 11]]",['BJ'],[['S']],-9,-1,1.5
265917,247,3,"[8, 10]","[3, 9, 4, 2]",18,"[[8, 10]]",[18],[['S']],-3,0,0.0
265926,326,10,"[4, 10]","[10, 7]",17,"[[4, 10, 10]]",[24],[['H']],12,1,-1.0
265927,202,10,"[10, 9]","[10, 10]",20,"[[10, 9]]",[19],[['S']],2,0,-1.0
265935,184,5,"[7, 10]","[5, 3, 8, 10]",26,"[[7, 10]]",[17],[['S']],-5,-1,1.0
265954,216,6,"[8, 5]","[6, 11, 2]",19,"[[8, 5]]",[13],[['S']],-11,-2,-1.0
265955,330,7,"[8, 2]","[7, 10]",17,"[[8, 2, 10]]",[20],[['D']],-15,-2,2.0
265976,328,2,"[4, 7]","[2, 11, 5]",18,"[[4, 7, 10]]",[21],[['D']],1,0,2.0
265987,376,5,"[11, 10]","[5, 2, 10]",17,"[[11, 10]]",['BJ'],[['S']],-5,0,1.5
266001,126,10,"[9, 3]","[10, 10]",20,"[[9, 3, 2, 9]]",[23],"[['H', 'H']]",3,1,-1.0
266030,192,7,"[7, 10]","[7, 6, 6]",19,"[[7, 10]]",[17],[['S']],-3,0,-1.0
266033,130,2,"[10, 4]","[2, 2, 3, 3, 7]",17,"[[10, 4]]",[14],[['S']],3,1,-1.0
266048,337,10,"[5, 9]","[10, 9]",19,"[[5, 9, 8]]",[22],[['H']],3,0,-1.0
266048,186,4,"[3, 10]","[4, 8, 9]",21,"[[3, 10]]",[13],[['S']],2,0,-1.0
266050,388,11,"[11, 4]","[11, 11, 7]",19,"[[11, 4, 10, 3]]",[18],"[['N', 'H', 'H', 'S']]",3,0,-1.0
266057,145,11,"[10, 3]","[11, 2, 5]",18,"[[10, 3, 11, 8]]",[22],"[['N', 'H', 'H']]",-1,0,-1.0
266061,136,10,"[9, 10]","[10, 10]",20,"[[9, 10]]",[19],[['S']],-8,-3,-1.0
266092,355,4,"[10, 3]","[4, 10, 7]",21,"[[10, 3]]",[13],[['S']],-1,0,-1.0
266095,253,10,"[6, 10]","[10, 11]",BJ,"[[6, 10]]",[16],[[]],-18,-3,-1.0
266127,162,8,"[6, 9]","[8, 10]",18,"[[6, 9, 10]]",[25],[['H']],10,3,-1.0
266133,195,10,"[5, 10]","[10, 10]",20,"[[5, 10]]",[15],[['R']],22,5,-0.5
266150,254,6,"[3, 4]","[6, 7, 9]",22,"[[3, 4, 4, 4]]",[15],"[['H', 'H', 'S']]",7,1,1.0
266185,359,4,"[7, 4]","[4, 10, 10]",24,"[[7, 4, 8]]",[19],[['D']],-5,0,2.0
266198,260,10,"[9, 3]","[10, 10]",20,"[[9, 3, 4, 10]]",[26],"[['H', 'H']]",-2,0,-1.0
266210,176,4,"[4, 5]","[4, 5, 8]",17,"[[4, 5, 10]]",[19],[['D']],-6,-1,2.0
266233,267,7,"[11, 3]","[7, 9, 3]",19,"[[11, 3, 9, 6]]",[19],"[['H', 'H', 'S']]",2,0,0.0
266239,357,10,"[2, 10]","[10, 10]",20,"[[2, 10, 4, 9]]",[25],"[['H', 'H']]",9,1,-1.0
266248,363,8,"[2, 9]","[8, 3, 4, 10]",25,"[[2, 9, 8]]",[19],[['D']],-12,-1,2.0
266265,135,4,"[2, 5]","[4, 5, 3, 10]",22,"[[2, 5, 8]]",[15],"[['H', 'S']]",5,1,1.0
266319,399,11,"[4, 3]","[11, 10]",BJ,"[[4, 3]]",[7],[['N']],-1,0,-1.0
266327,169,6,"[5, 2]","[6, 10, 10]",26,"[[5, 2, 10]]",[17],"[['H', 'S']]",-6,-1,1.0
266335,248,4,"[3, 8]","[4, 8, 7]",19,"[[3, 8, 10]]",[21],[['D']],13,2,2.0
266346,151,7,"[10, 2]","[7, 3, 11]",21,"[[10, 2, 8]]",[20],"[['H', 'S']]",5,1,-1.0
266348,338,4,"[7, 3]","[4, 7, 10]",21,"[[7, 3, 5]]",[15],[['D']],-6,0,-2.0
266357,274,4,"[11, 2]","[4, 11, 6]",21,"[[11, 2, 3, 5]]",[21],"[['H', 'H', 'S']]",1,0,0.0
266415,221,4,"[5, 8]","[4, 5, 10]",19,"[[5, 8]]",[13],[['S']],-8,-1,-1.0
266419,155,11,"[6, 10]","[11, 11, 11, 6]",19,"[[6, 10]]",[16],"[['N', 'R']]",8,2,-0.5
266421,329,6,"[11, 7]","[6, 6, 11, 10]",23,"[[11, 7, 9]]",[17],[['D']],2,0,2.0
266436,355,2,"[3, 9]","[2, 8, 10]",20,"[[3, 9, 4]]",[16],"[['H', 'S']]",-10,-1,-1.0
266459,133,10,"[2, 6]","[10, 3, 7]",20,"[[2, 6, 8, 10]]",[26],"[['H', 'H']]",12,4,-1.0
266497,188,10,"[10, 5]","[10, 10]",20,"[[10, 5]]",[15],[['R']],1,0,-0.5
266505,262,8,"[8, 5]","[8, 10]",18,"[[8, 5, 3, 9]]",[25],"[['H', 'H']]",-6,-1,-1.0
266509,334,3,"[7, 6]","[3, 10, 5]",18,"[[7, 6]]",[13],[['S']],-1,0,-1.0
266517,139,9,"[5, 4]","[9, 11]",20,"[[5, 4, 9]]",[18],"[['H', 'S']]",8,2,-1.0
266544,101,10,"[4, 8]","[10, 7]",17,"[[4, 8, 3, 10]]",[25],"[['H', 'H']]",11,5,-1.0
266577,202,10,"[2, 10]","[10, 8]",18,"[[2, 10, 9]]",[21],"[['H', 'S']]",-3,0,1.0
266584,297,10,"[5, 10]","[10, 10]",20,"[[5, 10]]",[15],[['R']],-11,-1,-0.5
266590,242,10,"[10, 10]","[10, 3, 6]",19,"[[10, 10]]",[20],[['S']],9,1,1.0
266604,113,3,"[11, 10]","[3, 3, 10, 10]",26,"[[11, 10]]",['BJ'],[['S']],-4,-1,1.5
266610,89,3,"[10, 7]","[3, 6, 2, 10]",21,"[[10, 7]]",[17],[['S']],-4,-2,-1.0
266617,319,5,"[5, 3]","[5, 3, 7, 10]",25,"[[5, 3, 3, 10]]",[21],"[['H', 'H', 'S']]",-7,-1,1.0
266618,343,3,"[9, 5]","[3, 10, 4]",17,"[[9, 5]]",[14],[['S']],2,0,-1.0
266626,86,9,"[4, 10]","[9, 10]",19,"[[4, 10, 6]]",[20],"[['H', 'S']]",-2,-1,1.0
266627,154,5,"[10, 10]","[5, 10, 6]",21,"[[10, 10]]",[20],[['S']],7,2,-1.0
266650,184,9,"[8, 8]","[9, 3, 10]",22,"[[8, 10], [8, 10], [8, 2, 6]]","[18, 18, 16]","[['P', 'S'], ['P', 'S'], ['D']]",-3,0,4.0
266663,364,3,"[6, 5]","[3, 10, 4]",17,"[[6, 5, 10]]",[21],[['D']],3,0,2.0
266694,198,6,"[9, 6]","[6, 2, 4, 8]",20,"[[9, 6]]",[15],[['S']],3,0,-1.0
266714,321,5,"[10, 10]","[5, 10, 11, 3]",19,"[[10, 10]]",[20],[['S']],2,0,1.0
266729,416,5,"[7, 5]","[5, 8, 4]",17,"[[7, 5]]",[12],[['S']],3,0,-1.0
266731,318,9,"[9, 7]","[9, 11]",20,"[[9, 7]]",[16],[['R']],-9,-1,-0.5
266740,140,3,"[5, 11]","[3, 11, 10, 2, 7]",23,"[[5, 11, 8]]",[14],"[['H', 'S']]",11,4,1.0
266772,282,5,"[3, 11]","[5, 2, 10]",17,"[[3, 11, 10]]",[14],[['D']],-8,-1,-2.0
266801,128,11,"[11, 3]","[11, 7]",18,"[[11, 3, 9, 6]]",[19],"[['N', 'H', 'H', 'S']]",-1,0,1.0
266831,152,2,"[9, 8]","[2, 4, 10, 3]",19,"[[9, 8]]",[17],[['S']],-10,-3,-1.0
266835,323,5,"[4, 10]","[5, 9, 10]",24,"[[4, 10]]",[14],[['S']],0,0,1.0
266840,155,10,"[10, 5]","[10, 2, 7]",19,"[[10, 5]]",[15],[['R']],5,1,-0.5
266849,250,10,"[9, 9]","[10, 10]",20,"[[9, 9]]",[18],[['S']],-2,0,-1.0
266868,230,8,"[10, 5]","[8, 9]",17,"[[10, 5, 11, 3]]",[19],"[['H', 'H', 'S']]",8,1,1.0
266874,336,2,"[9, 11]","[2, 10, 10]",22,"[[9, 11]]",[20],[['S']],-2,0,1.0
266889,164,8,"[7, 6]","[8, 10]",18,"[[7, 6, 10]]",[23],[['H']],7,2,-1.0
266966,352,11,"[4, 3]","[11, 11, 7]",19,"[[4, 3, 4, 9]]",[20],"[['N', 'H', 'H', 'S']]",1,0,1.0
266974,400,8,"[5, 2]","[8, 7, 6]",21,"[[5, 2, 10]]",[17],"[['H', 'S']]",4,0,-1.0
267018,411,2,"[6, 10]","[2, 10, 3, 10]",25,"[[6, 10]]",[16],[['S']],0,0,1.0
267025,247,4,"[2, 2]","[4, 5, 10]",19,"[[2, 5, 2, 9], [2, 10]]","[18, 12]","[['P', 'H', 'H', 'S'], ['S']]",10,2,-2.0
267091,416,4,"[2, 3]","[4, 3, 10]",17,"[[2, 3, 9]]",[14],"[['H', 'S']]",-2,0,-1.0
267099,123,9,"[2, 4]","[9, 10]",19,"[[2, 4, 10, 10]]",[26],"[['H', 'H']]",14,5,-1.0
267105,276,10,"[10, 10]","[10, 10]",20,"[[10, 10]]",[20],[['S']],5,0,0.0
267108,340,10,"[10, 7]","[10, 8]",18,"[[10, 7]]",[17],[['S']],-4,0,-1.0
267125,333,10,"[11, 8]","[10, 3, 8]",21,"[[11, 8]]",[19],[['S']],-5,0,-1.0
267158,366,9,"[8, 10]","[9, 10]",19,"[[8, 10]]",[18],[['S']],-1,0,-1.0
267162,183,10,"[10, 8]","[10, 8]",18,"[[10, 8]]",[18],[['S']],7,1,0.0
267167,140,3,"[10, 6]","[3, 10, 4]",17,"[[10, 6]]",[16],[['S']],-17,-6,-1.0
267176,410,10,"[11, 10]","[10, 7]",17,"[[11, 10]]",['BJ'],[['S']],-4,0,1.5
267203,210,10,"[11, 6]","[10, 10]",20,"[[11, 6, 7, 10]]",[24],"[['H', 'H']]",6,1,-1.0
267227,310,8,"[2, 10]","[8, 2, 9]",19,"[[2, 10, 9]]",[21],"[['H', 'S']]",16,2,1.0
267288,81,8,"[2, 9]","[8, 11]",19,"[[2, 9, 10]]",[21],[['D']],2,1,2.0
267296,304,6,"[6, 11]","[6, 9, 5]",20,"[[6, 11, 10]]",[17],[['D']],9,1,-2.0
267302,242,10,"[5, 7]","[10, 4, 10]",24,"[[5, 7, 6]]",[18],"[['H', 'S']]",22,4,1.0
267304,307,10,"[11, 4]","[10, 7]",17,"[[11, 4, 7, 4, 11]]",[17],"[['H', 'H', 'H', 'S']]",14,2,0.0
267335,226,4,"[10, 6]","[4, 5, 11]",20,"[[10, 6]]",[16],[['S']],-1,0,-1.0
267350,101,6,"[6, 4]","[6, 3, 11]",20,"[[6, 4, 4]]",[14],[['D']],-11,-5,-2.0
267354,190,2,"[8, 3]","[2, 2, 10, 7]",21,"[[8, 3, 10]]",[21],[['D']],-5,-1,0.0
267371,338,3,"[4, 10]","[3, 10, 10]",23,"[[4, 10]]",[14],[['S']],4,0,1.0
267383,147,10,"[6, 4]","[10, 10]",20,"[[6, 4, 8]]",[18],"[['H', 'S']]",9,3,-1.0
267384,297,11,"[5, 8]","[11, 9]",20,"[[5, 8, 6]]",[19],"[['N', 'H', 'S']]",0,0,-1.0
267395,163,10,"[5, 10]","[10, 10]",20,"[[5, 10]]",[15],[['R']],-6,-1,-0.5
267436,349,4,"[5, 10]","[4, 7, 6]",17,"[[5, 10]]",[15],[['S']],13,1,-1.0
267438,265,5,"[10, 9]","[5, 2, 6, 10]",23,"[[10, 9]]",[19],[['S']],-6,-1,1.0
267443,274,5,"[10, 10]","[5, 10, 10]",25,"[[10, 10]]",[20],[['S']],1,0,1.0
267450,321,10,"[3, 10]","[10, 10]",20,"[[3, 10, 10]]",[23],[['H']],-8,-1,-1.0
267478,142,6,"[5, 6]","[6, 4, 6, 9]",25,"[[5, 6, 7]]",[18],[['D']],2,0,2.0
267506,131,10,"[10, 4]","[10, 3, 10]",23,"[[10, 4, 8]]",[22],[['H']],-2,0,-1.0
267521,355,3,"[7, 9]","[3, 4, 4, 7]",18,"[[7, 9]]",[16],[['S']],-8,-1,-1.0
267583,205,10,"[3, 10]","[10, 10]",20,"[[3, 10, 10]]",[23],[['H']],23,5,-1.0
267584,172,10,"[10, 10]","[10, 5, 3]",18,"[[10, 10]]",[20],[['S']],6,1,1.0
267596,142,7,"[11, 2]","[7, 2, 10]",19,"[[11, 2, 6]]",[19],"[['H', 'S']]",15,5,0.0
267610,330,11,"[4, 11]","[11, 10]",BJ,"[[4, 11]]",[15],[['N']],9,1,-1.0
267653,89,10,"[2, 10]","[10, 7]",17,"[[2, 10, 10]]",[22],[['H']],2,1,-1.0
267661,234,10,"[5, 4]","[10, 8]",18,"[[5, 4, 2, 2, 10]]",[23],"[['H', 'H', 'H']]",2,0,-1.0
267668,106,2,"[10, 8]","[2, 10, 5]",17,"[[10, 8]]",[18],[['S']],5,2,1.0
267684,224,2,"[2, 4]","[2, 10, 10]",22,"[[2, 4, 10]]",[16],"[['H', 'S']]",7,1,1.0
267716,146,8,"[6, 8]","[8, 8, 10]",26,"[[6, 8, 3]]",[17],"[['H', 'S']]",5,1,1.0
267731,366,6,"[5, 4]","[6, 3, 11]",20,"[[5, 4, 7]]",[16],[['D']],6,0,-2.0
267735,111,5,"[7, 10]","[5, 10, 10]",25,"[[7, 10]]",[17],[['S']],2,0,1.0
267736,284,7,"[10, 8]","[7, 5, 2, 4]",18,"[[10, 8]]",[18],[['S']],0,0,0.0
267768,316,4,"[8, 7]","[4, 7, 10]",21,"[[8, 7]]",[15],[['S']],-2,0,-1.0
267784,233,4,"[4, 5]","[4, 4, 10]",18,"[[4, 5, 4]]",[13],[['D']],5,1,-2.0
267790,348,10,"[9, 7]","[10, 7]",17,"[[9, 7]]",[16],[['R']],1,0,-0.5
267796,377,7,"[5, 10]","[7, 9, 8]",24,"[[5, 10, 4]]",[19],"[['H', 'S']]",-6,0,1.0
267821,175,6,"[5, 4]","[6, 10, 8]",24,"[[5, 4, 8]]",[17],[['D']],14,4,2.0
267844,111,3,"[3, 11]","[3, 10, 10]",23,"[[3, 11, 10]]",[14],"[['H', 'S']]",-4,-1,1.0
267875,183,10,"[10, 10]","[10, 4, 10]",24,"[[10, 10]]",[20],[['S']],-6,-1,1.0
267894,175,10,"[10, 10]","[10, 10]",20,"[[10, 10]]",[20],[['S']],16,4,0.0
267911,102,10,"[11, 10]","[10, 10]",20,"[[11, 10]]",['BJ'],[['S']],-3,-1,1.5
267914,396,9,"[7, 8]","[9, 7, 8]",24,"[[7, 8, 9]]",[24],[['H']],4,0,-1.0
267927,225,2,"[4, 10]","[2, 10, 2, 7]",21,"[[4, 10]]",[14],[['S']],-10,-2,-1.0
267940,110,9,"[9, 6]","[9, 11]",20,"[[9, 6, 11, 10]]",[26],"[['H', 'H']]",9,4,-1.0
267970,202,10,"[3, 4]","[10, 6, 10]",26,"[[3, 4, 2, 4, 10]]",[23],"[['H', 'H', 'H']]",-10,-2,-1.0
268040,152,10,"[10, 6]","[10, 10]",20,"[[10, 6]]",[16],[['R']],3,1,-0.5
268086,359,6,"[2, 6]","[6, 6, 10]",22,"[[2, 6, 2, 10]]",[20],"[['H', 'H', 'S']]",-3,0,1.0
268147,104,7,"[2, 7]","[7, 10]",17,"[[2, 7, 10]]",[19],"[['H', 'S']]",-13,-6,1.0
268152,123,11,"[6, 3]","[11, 11, 9]",21,"[[6, 3, 2, 7]]",[18],"[['N', 'H', 'H', 'S']]",-6,-2,-1.0
268154,98,2,"[9, 3]","[2, 11, 5]",18,"[[9, 3, 7]]",[19],"[['H', 'S']]",6,3,1.0
268166,308,10,"[6, 7]","[10, 7]",17,"[[6, 7, 7]]",[20],"[['H', 'S']]",0,0,1.0
